C.O.;Desc. C.O.;REF_Combinada;Nro documento;Fecha;Cantidad inv.;Suma de Vlr_Bruto;Suma de Vlr_Subtotal
100;PUNTO DE VENTA AV 68;D01291:00396:00396;FVP-00030981;22/12/2020;1;564411;366867
100;PUNTO DE VENTA AV 68;XC0066:00029:;FVP-00030981;22/12/2020;4;763303;464942
100;PUNTO DE VENTA AV 68;XC0102:00029:;FVP-00030981;22/12/2020;1;110304;67159
100;PUNTO DE VENTA AV 68;XC0113::;FVP-00030981;22/12/2020;1;210448;91003
100;PUNTO DE VENTA AV 68;XZ0108:00005:;FVP-00030981;22/12/2020;1;412670;268235
100;PUNTO DE VENTA AV 68;D00904:00068:00068;FVP-00030982;22/12/2020;1;619522;362420
100;PUNTO DE VENTA AV 68;D00530:00058:00058;FVP-00030983;22/12/2020;1;1477647;738823
100;PUNTO DE VENTA AV 68;D00530:00058:00058;FVP-00030984;22/12/2020;1;1477647;738823
100;PUNTO DE VENTA AV 68;D01291:00396:00396;FVP-00030984;22/12/2020;2;1128823;733735
100;PUNTO DE VENTA AV 68;XC0120:00002:;FVP-00030984;22/12/2020;1;1512894;921614
100;PUNTO DE VENTA AV 68;XC0039:00029:;FVP-00030985;22/12/2020;1;680678;524302
100;PUNTO DE VENTA AV 68;XA0381:00029:;FVP-00030986;23/12/2020;1;658709;362290
100;PUNTO DE VENTA AV 68;XA0535:00065:;FVP-00030986;23/12/2020;1;329822;200942
100;PUNTO DE VENTA AV 68;XA0740:00046:;FVP-00030986;23/12/2020;1;655596;426138
100;PUNTO DE VENTA AV 68;XA0812:00005:;FVP-00030986;23/12/2020;1;734675;335395
100;PUNTO DE VENTA AV 68;XC0093-1::;FVP-00030986;23/12/2020;1;1471179;671530
100;PUNTO DE VENTA AV 68;XZ0504:00005:;FVP-00030986;23/12/2020;6;988787;447328
100;PUNTO DE VENTA AV 68;D00914:00058:00058;FVP-00030987;23/12/2020;1;1456086;664806
100;PUNTO DE VENTA AV 68;D00915:00058:00058;FVP-00030987;23/12/2020;1;1618036;738756
100;PUNTO DE VENTA AV 68;D00036:00068:00068;FVP-00030988;23/12/2020;1;1782400;891200
100;PUNTO DE VENTA AV 68;BR0017:00001:;FVP-00030990;23/12/2020;1;186991;85311
100;PUNTO DE VENTA AV 68;BR0018:00001:;FVP-00030990;23/12/2020;1;416746;231866
100;PUNTO DE VENTA AV 68;BR0017:00001:;FVP-00030991;23/12/2020;1;186991;85311
100;PUNTO DE VENTA AV 68;BR0018:00001:;FVP-00030991;23/12/2020;1;416746;231866
100;PUNTO DE VENTA AV 68;BR0026:00001:;FVP-00030993;23/12/2020;1;220866;134386
100;PUNTO DE VENTA AV 68;XA0789:00029:;FVP-00030994;23/12/2020;1;138983;84638
100;PUNTO DE VENTA AV 68;BR0028:00001:;FVP-00030995;23/12/2020;1;161345;80672
100;PUNTO DE VENTA AV 68;D00008:00120:00120;FVP-00030996;23/12/2020;1;377081;229177
100;PUNTO DE VENTA AV 68;XA0679-1:00109:;FVP-00030999;23/12/2020;1;955515;436235
100;PUNTO DE VENTA AV 68;XZ0847:00005:;FVP-00031000;23/12/2020;4;653098;298218
100;PUNTO DE VENTA AV 68;XZ0847:00005:;FVP-00031000;23/12/2020;6;979648;447328
100;PUNTO DE VENTA AV 68;XC0024:00061:;FVP-00031002;23/12/2020;1;198548;120942
100;PUNTO DE VENTA AV 68;XC0084:00005:;FVP-00031002;23/12/2020;1;617250;281614
100;PUNTO DE VENTA AV 68;D00028:00103:00103;FVP-00031003;23/12/2020;1;373850;170017
100;PUNTO DE VENTA AV 68;XC0102:00029:;FVP-00031003;23/12/2020;1;113242;51698
100;PUNTO DE VENTA AV 68;XC0103:00036:;FVP-00031003;23/12/2020;1;113242;51698
100;PUNTO DE VENTA AV 68;XA0538:00061:;FVP-00031004;23/12/2020;1;1176355;537075
100;PUNTO DE VENTA AV 68;D00935:00051:00051;FVP-00031006;23/12/2020;1;603698;301849
100;PUNTO DE VENTA AV 68;XA0672:00009:;FVP-00031006;23/12/2020;1;738151;369075
100;PUNTO DE VENTA AV 68;XZ0247:00005:;FVP-00031007;23/12/2020;4;687486;491832
100;PUNTO DE VENTA AV 68;XZ0897:00044:;FVP-00031007;23/12/2020;1;1129625;870521
100;PUNTO DE VENTA AV 68;XC0040:00040:;FVP-00031008;23/12/2020;1;237154;144470
100;PUNTO DE VENTA AV 68;BR0029:00197:;FVP-00031009;24/12/2020;1;172086;104806
100;PUNTO DE VENTA AV 68;BR0030:00200:;FVP-00031009;24/12/2020;1;172086;104806
100;PUNTO DE VENTA AV 68;XC0083:00046:;FVP-00031010;24/12/2020;1;758834;346151
100;PUNTO DE VENTA AV 68;XA0791:00005:;FVP-00031011;24/12/2020;2;277967;169278
100;PUNTO DE VENTA AV 68;BR0030:00200:;FVP-00031012;24/12/2020;1;172086;104806
100;PUNTO DE VENTA AV 68;XA0186:00015:;FVP-00031013;24/12/2020;1;719316;467555
100;PUNTO DE VENTA AV 68;XZ0226:00001:;FVP-00031014;24/12/2020;4;1437315;655866
100;PUNTO DE VENTA AV 68;XZ0580:00083:;FVP-00031015;24/12/2020;1;141289;28258
100;PUNTO DE VENTA AV 68;XA0408:00190:;FVP-00031016;24/12/2020;6;1909557;1060437
100;PUNTO DE VENTA AV 68;XC0011:00009:;FVP-00031016;24/12/2020;1;1639263;1173042
100;PUNTO DE VENTA AV 68;XC0012:00009:;FVP-00031016;24/12/2020;1;2094237;1499092
100;PUNTO DE VENTA AV 68;XC0126::;FVP-00031016;24/12/2020;1;1611648;982118
100;PUNTO DE VENTA AV 68;D00545:00068:00068;FVP-00031017;24/12/2020;1;1472122;672202
100;PUNTO DE VENTA AV 68;XA0818:00051:;FVP-00031017;24/12/2020;1;273127;210353
100;PUNTO DE VENTA AV 68;XC0031:00001:;FVP-00031017;24/12/2020;1;970674;591530
100;PUNTO DE VENTA AV 68;XC0136::;FVP-00031017;24/12/2020;1;701173;390521
100;PUNTO DE VENTA AV 68;XA0677:00117:;FVP-00031018;24/12/2020;1;1060032;483966
100;PUNTO DE VENTA AV 68;D00529:00058:00058;FVP-00031019;24/12/2020;1;1262522;631261
100;PUNTO DE VENTA AV 68;D00530:00058:00058;FVP-00031019;24/12/2020;1;1477647;738823
100;PUNTO DE VENTA AV 68;D01318:00115:00115;FVP-00031019;24/12/2020;1;516096;335462
100;PUNTO DE VENTA AV 68;XA0665:00065:;FVP-00031019;24/12/2020;1;1033226;671597
100;PUNTO DE VENTA AV 68;XC0039:00029:;FVP-00031019;24/12/2020;1;680678;524302
100;PUNTO DE VENTA AV 68;XC0065:00009:;FVP-00031019;24/12/2020;6;1144954;697412
100;PUNTO DE VENTA AV 68;XC0126::;FVP-00031019;24/12/2020;1;1611648;982118
100;PUNTO DE VENTA AV 68;D01291:00396:00396;FVP-00031020;24/12/2020;1;564411;366867
100;PUNTO DE VENTA AV 68;XC0010:00001:;FVP-00031021;24/12/2020;1;2094237;1499092
100;PUNTO DE VENTA AV 68;XA0538:00061:;FVP-00031022;24/12/2020;1;1176355;537075
100;PUNTO DE VENTA AV 68;XA0672:00009:;FVP-00031023;24/12/2020;1;808288;369008
100;PUNTO DE VENTA AV 68;XC0020:00118:;FVP-00031025;25/12/2020;1;1811422;1009681
100;PUNTO DE VENTA AV 68;XA0668:00189:;FVP-00031026;25/12/2020;1;598837;389244
100;PUNTO DE VENTA AV 68;XA0810:00042:;FVP-00031026;25/12/2020;1;1029129;469849
100;PUNTO DE VENTA AV 68;XC0110:00009:;FVP-00031026;25/12/2020;1;2960266;1650353
100;PUNTO DE VENTA AV 68;D00538:00183:00183;FVP-00031027;26/12/2020;1;1679328;839664
100;PUNTO DE VENTA AV 68;D00538:00141:00141;FVP-00031028;26/12/2020;1;1598656;799328
100;PUNTO DE VENTA AV 68;D00514:00061:00061;FVP-00031029;26/12/2020;1;2351597;1175798
100;PUNTO DE VENTA AV 68;D00904:00125:00125;FVP-00031030;26/12/2020;1;660732;402622
100;PUNTO DE VENTA AV 68;D01318:00115:00115;FVP-00031031;26/12/2020;1;516096;335462
100;PUNTO DE VENTA AV 68;D00072:00072:00072;FVP-00031032;26/12/2020;1;1578342;961278
100;PUNTO DE VENTA AV 68;D00935:00133:00133;FVP-00031033;26/12/2020;1;603698;301849
100;PUNTO DE VENTA AV 68;D00534:00067:00067;FVP-00031034;26/12/2020;1;1604669;732034
100;PUNTO DE VENTA AV 68;D00534:00067:00067;FVP-00031035;26/12/2020;1;1604669;732034
100;PUNTO DE VENTA AV 68;BR0020:00001:;FVP-00031037;26/12/2020;1;110439;67159
100;PUNTO DE VENTA AV 68;D00543:00067:00067;FVP-00031038;26/12/2020;1;1415602;645983
100;PUNTO DE VENTA AV 68;D00542:00067:00067;FVP-00031039;26/12/2020;1;1245675;568672
100;PUNTO DE VENTA AV 68;D00543:00067:00067;FVP-00031039;26/12/2020;1;1415602;645983
100;PUNTO DE VENTA AV 68;D00545:00068:00068;FVP-00031044;27/12/2020;1;1472122;672202
100;PUNTO DE VENTA AV 68;XA0817:00051:;FVP-00031046;27/12/2020;1;314090;241950
100;PUNTO DE VENTA AV 68;XA0805:00029:;FVP-00031051;27/12/2020;1;96176;52897
100;PUNTO DE VENTA AV 68;XA0376:00123:;FVP-00031052;27/12/2020;1;107563;69916
100;PUNTO DE VENTA AV 68;XA0517:00001:;FVP-00031052;27/12/2020;1;133110;66554
100;PUNTO DE VENTA AV 68;D00077:00437:00437;FVP-00031054;28/12/2020;1;493543;250017
100;PUNTO DE VENTA AV 68;D00008:00103:00103;FVP-00031054;28/12/2020;1;377081;229177
100;PUNTO DE VENTA AV 68;XC0084:00005:;FVP-00031056;28/12/2020;1;617250;281614
100;PUNTO DE VENTA AV 68;XA0343:00009:;FVP-00031057;28/12/2020;2;3894049;2578689
100;PUNTO DE VENTA AV 68;XA0538:00061:;FVP-00031058;28/12/2020;1;1176355;537075
100;PUNTO DE VENTA AV 68;XC0082:00029:;FVP-00031060;28/12/2020;1;758834;346151
100;PUNTO DE VENTA AV 68;XC0125:00117:;FVP-00031060;28/12/2020;1;847134;516235
100;PUNTO DE VENTA AV 68;XA0679-1:00109:;FVP-00031061;28/12/2020;1;955515;436235
100;PUNTO DE VENTA AV 68;XA0186:00015:;FVP-00031063;28/12/2020;1;719316;467555
100;PUNTO DE VENTA AV 68;XZ0231:00005:;FVP-00031063;28/12/2020;1;1646986;751530
100;PUNTO DE VENTA AV 68;XZ0247:00005:;FVP-00031064;28/12/2020;6;1031230;737748
100;PUNTO DE VENTA AV 68;XA0742:00011:;FVP-00031065;28/12/2020;1;809578;445268
100;PUNTO DE VENTA AV 68;XA0743:00011:;FVP-00031065;28/12/2020;6;1743699;959034
100;PUNTO DE VENTA AV 68;XC0110-1:00009:;FVP-00031067;28/12/2020;1;2960266;1650353
100;PUNTO DE VENTA AV 68;XC0024:00061:;FVP-00031068;28/12/2020;1;198548;120942
100;PUNTO DE VENTA AV 68;XC0125:00117:;FVP-00031068;28/12/2020;1;847134;516235
100;PUNTO DE VENTA AV 68;XA0750:00092:;FVP-00031069;28/12/2020;1;1811422;1009681
100;PUNTO DE VENTA AV 68;XC0119:00011:;FVP-00031069;28/12/2020;1;1317638;734050
100;PUNTO DE VENTA AV 68;XA0679-1:00109:;FVP-00031070;28/12/2020;1;955515;436235
100;PUNTO DE VENTA AV 68;BR0020:00001:;FVP-00031071;28/12/2020;1;110439;67159
100;PUNTO DE VENTA AV 68;XC0083:00046:;FVP-00031073;28/12/2020;1;758834;346151
100;PUNTO DE VENTA AV 68;XC0082:00029:;FVP-00031074;28/12/2020;1;758834;346151
100;PUNTO DE VENTA AV 68;XZ0489:00001:;FVP-00031075;28/12/2020;1;774661;387330
100;PUNTO DE VENTA AV 68;D00530:00058:00058;FVP-00031076;28/12/2020;1;1477647;738823
100;PUNTO DE VENTA AV 68;XA0805:00029:;FVP-00031077;28/12/2020;1;96176;52897
100;PUNTO DE VENTA AV 68;XZ0920:00005:;FVP-00031077;28/12/2020;1;345266;224422
100;PUNTO DE VENTA AV 68;XC0078::;FVP-00031080;29/12/2020;1;573460;348840
100;PUNTO DE VENTA AV 68;D00534:00067:00067;FVP-00031081;29/12/2020;1;1604669;732034
100;PUNTO DE VENTA AV 68;D00904:00125:00125;FVP-00031081;29/12/2020;1;1321464;805244
100;PUNTO DE VENTA AV 68;BR0021:00159:;FVP-00031082;29/12/2020;1;110439;67159
100;PUNTO DE VENTA AV 68;XA0791:00005:;FVP-00031082;29/12/2020;1;138983;84638
100;PUNTO DE VENTA AV 68;XC0025:00141:;FVP-00031083;29/12/2020;1;213047;138481
100;PUNTO DE VENTA AV 68;XZ0489:00001:;FVP-00031084;29/12/2020;1;774661;387330
100;PUNTO DE VENTA AV 68;BR0024:00197:;FVP-00031085;29/12/2020;3;740186;449546
100;PUNTO DE VENTA AV 68;BR0026:00001:;FVP-00031085;29/12/2020;1;220866;134386
100;PUNTO DE VENTA AV 68;XA0408:00190:;FVP-00031085;29/12/2020;4;1273038;706958
100;PUNTO DE VENTA AV 68;XA0734:00065:;FVP-00031085;29/12/2020;1;617620;441614
100;PUNTO DE VENTA AV 68;XC0140-1::;FVP-00031085;29/12/2020;1;1765263;805983
100;PUNTO DE VENTA AV 68;D00036:00068:00068;FVP-00031086;29/12/2020;1;1782400;891200
100;PUNTO DE VENTA AV 68;D00533:00132:00132;FVP-00031087;29/12/2020;1;1506690;687664
100;PUNTO DE VENTA AV 68;D01318:00115:00115;FVP-00031087;29/12/2020;1;516096;258048
100;PUNTO DE VENTA AV 68;D00544:00068:00068;FVP-00031088;29/12/2020;1;1251282;571362
100;PUNTO DE VENTA AV 68;D00545:00068:00068;FVP-00031088;29/12/2020;1;1472122;672202
100;PUNTO DE VENTA AV 68;XC0032:00005:;FVP-00031088;29/12/2020;2;2205485;1006925
100;PUNTO DE VENTA AV 68;D00538:00117:00117;FVP-00031090;29/12/2020;1;1598656;799328
100;PUNTO DE VENTA AV 68;D00935:00133:00133;FVP-00031091;29/12/2020;1;603698;301849
100;PUNTO DE VENTA AV 68;D00545:00068:00068;FVP-00031093;29/12/2020;1;1472122;672202
100;PUNTO DE VENTA AV 68;XA0740:00046:;FVP-00031093;29/12/2020;2;655597;426138
100;PUNTO DE VENTA AV 68;XZ0847:00005:;FVP-00031094;29/12/2020;6;979648;447328
100;PUNTO DE VENTA AV 68;XC0084:00005:;FVP-00031095;29/12/2020;1;617250;281614
100;PUNTO DE VENTA AV 68;XC0041:00001:;FVP-00031096;29/12/2020;1;416949;254050
100;PUNTO DE VENTA AV 68;XC0080:00029:;FVP-00031097;29/12/2020;1;588908;268840
100;PUNTO DE VENTA AV 68;XC0093::;FVP-00031101;29/12/2020;1;1244695;568000
100;PUNTO DE VENTA AV 68;D00008:00120:00120;FVP-00031102;30/12/2020;1;377081;229177
100;PUNTO DE VENTA AV 68;D00077:00120:00120;FVP-00031102;30/12/2020;1;454661;227330
100;PUNTO DE VENTA AV 68;D00008:00068:00068;FVP-00031103;30/12/2020;1;377081;229177
100;PUNTO DE VENTA AV 68;D00054:00011:;FVP-00031103;30/12/2020;1;659641;428766
100;PUNTO DE VENTA AV 68;D01166:00072:00072;FVP-00031103;30/12/2020;1;1178075;765749
100;PUNTO DE VENTA AV 68;D01167:00072:00072;FVP-00031103;30/12/2020;1;1393110;905522
100;PUNTO DE VENTA AV 68;XA0554:00014:;FVP-00031103;30/12/2020;1;1033226;671597
100;PUNTO DE VENTA AV 68;XC0039:00029:;FVP-00031103;30/12/2020;1;680678;524302
100;PUNTO DE VENTA AV 68;XC0071:00046:;FVP-00031103;30/12/2020;1;205166;124975
100;PUNTO DE VENTA AV 68;XC0136::;FVP-00031103;30/12/2020;1;701173;390521
100;PUNTO DE VENTA AV 68;XA0736:00189:;FVP-00031104;30/12/2020;1;735068;525647
100;PUNTO DE VENTA AV 68;XA0789:00029:;FVP-00031104;30/12/2020;4;555934;338554
100;PUNTO DE VENTA AV 68;XC0071:00046:;FVP-00031104;30/12/2020;1;205166;124975
100;PUNTO DE VENTA AV 68;XA0266:00046:;FVP-00031105;30/12/2020;1;405198;202598
100;PUNTO DE VENTA AV 68;XA0268:00049:;FVP-00031105;30/12/2020;2;405198;202599
100;PUNTO DE VENTA AV 68;XA0165:00139:;FVP-00031107;30/12/2020;1;89916;17983
100;PUNTO DE VENTA AV 68;XA0740:00046:;FVP-00031108;30/12/2020;1;327798;213069
100;PUNTO DE VENTA AV 68;XC0140-1::;FVP-00031108;30/12/2020;1;1765263;805983
100;PUNTO DE VENTA AV 68;XC0081:00108:;FVP-00031109;30/12/2020;1;588908;268840
100;PUNTO DE VENTA AV 68;D00544:00068:00068;FVP-00031110;30/12/2020;1;1251282;571362
100;PUNTO DE VENTA AV 68;D00545:00068:00068;FVP-00031110;30/12/2020;1;1472122;672202
100;PUNTO DE VENTA AV 68;XC0127::;FVP-00031110;30/12/2020;1;1620362;987496
100;PUNTO DE VENTA AV 68;XZ0506:00001:;FVP-00031111;30/12/2020;6;902336;586518
100;PUNTO DE VENTA AV 68;XA0538:00061:;FVP-00031113;30/12/2020;1;1176355;537075
100;PUNTO DE VENTA AV 68;D00985:00061:00061;FVP-00031116;30/12/2020;1;1611832;805916
100;PUNTO DE VENTA AV 68;XA0679-1:00109:;FVP-00031117;30/12/2020;1;955515;436235
100;PUNTO DE VENTA AV 68;XC0082:00029:;FVP-00031117;30/12/2020;1;758834;346151
100;PUNTO DE VENTA AV 68;D00545:00068:00068;FVP-00031118;30/12/2020;1;1472122;672202
100;PUNTO DE VENTA AV 68;XA0535:00065:;FVP-00031118;30/12/2020;1;329822;200942
100;PUNTO DE VENTA AV 68;XA0554:00014:;FVP-00031118;30/12/2020;1;1033226;671597
100;PUNTO DE VENTA AV 68;XA0740:00046:;FVP-00031118;30/12/2020;1;327798;213069
100;PUNTO DE VENTA AV 68;XA0677:00117:;FVP-00031120;30/12/2020;1;1060032;483966
100;PUNTO DE VENTA AV 68;XA0758:00029:;FVP-00031121;30/12/2020;1;147079;67159
100;PUNTO DE VENTA AV 68;XC0071:00046:;FVP-00031121;30/12/2020;1;205166;124975
100;PUNTO DE VENTA AV 68;XA0340:00029:;FVP-00031123;31/12/2020;1;2186486;1528806
100;PUNTO DE VENTA AV 68;D00008:00103:00103;FVP-00031124;31/12/2020;1;377081;229177
100;PUNTO DE VENTA AV 68;D00054:00011:;FVP-00031124;31/12/2020;1;659641;428766
100;PUNTO DE VENTA AV 68;XA0368:00019:;FVP-00031124;31/12/2020;1;905982;648672
100;PUNTO DE VENTA AV 68;XA0667:00189:;FVP-00031124;31/12/2020;1;464382;301849
100;PUNTO DE VENTA AV 68;XA0725:00029:;FVP-00031126;31/12/2020;1;477140;235227
100;PUNTO DE VENTA AV 68;XA0538:00061:;FVP-00031127;31/12/2020;1;1176355;537075
100;PUNTO DE VENTA AV 68;D00543:00067:00067;FVP-00031128;31/12/2020;1;1415602;645983
100;PUNTO DE VENTA AV 68;D00538:00183:00183;FVP-00031130;31/12/2020;1;1679328;839664
100;PUNTO DE VENTA AV 68;D00915:00058:00058;FVP-00031131;31/12/2020;1;1618036;738756
100;PUNTO DE VENTA AV 68;D00935:00048:00048;FVP-00031132;31/12/2020;1;603698;301849
100;PUNTO DE VENTA AV 68;D00935:00133:00133;FVP-00031133;31/12/2020;1;603698;301849
100;PUNTO DE VENTA AV 68;D00935:00133:00133;FVP-00031134;31/12/2020;1;603698;301849
100;PUNTO DE VENTA AV 68;XA0759:00046:;FVP-00031134;31/12/2020;1;147079;67159
100;PUNTO DE VENTA AV 68;XA0368:00019:;FVP-00031135;31/12/2020;1;1039782;648672
100;PUNTO DE VENTA AV 68;XC0102:00029:;FVP-00031138;2/01/2021;1;113242;51698
100;PUNTO DE VENTA AV 68;XC0132::;FVP-00031139;2/01/2021;1;623215;379765
100;PUNTO DE VENTA AV 68;XA0740:00046:;FVP-00031140;2/01/2021;1;370412;240768
100;PUNTO DE VENTA AV 68;XC0059:00046:;FVP-00031140;2/01/2021;1;227226;138420
100;PUNTO DE VENTA AV 68;XC0080:00029:;FVP-00031144;4/01/2021;1;588908;268840
100;PUNTO DE VENTA AV 68;XA0810:00042:;FVP-00031146;4/01/2021;1;1029129;469849
100;PUNTO DE VENTA AV 68;XC0037:00096:;FVP-00031150;4/01/2021;1;1009647;615058
100;PUNTO DE VENTA AV 68;XA0673:00001:;FVP-00031151;4/01/2021;1;808288;369008
100;PUNTO DE VENTA AV 68;XC0128::;FVP-00031152;4/01/2021;1;1490794;908168
100;PUNTO DE VENTA AV 68;XA0435:00009:;FVP-00031154;4/01/2021;1;99750;44975
100;PUNTO DE VENTA AV 68;XA0529:00009:;FVP-00031155;4/01/2021;1;1783913;981152
100;PUNTO DE VENTA AV 68;XC0082:00029:;FVP-00031156;4/01/2021;1;758834;346151
100;PUNTO DE VENTA AV 68;XA0665:00065:;FVP-00031157;4/01/2021;1;1131454;516235
100;PUNTO DE VENTA AV 68;XC0082:00029:;FVP-00031160;5/01/2021;1;758834;346151
100;PUNTO DE VENTA AV 68;XA0535:00065:;FVP-00031161;5/01/2021;1;377662;200942
100;PUNTO DE VENTA AV 68;XA0538:00061:;FVP-00031161;5/01/2021;1;1329391;606319
100;PUNTO DE VENTA AV 68;XC0128::;FVP-00031162;5/01/2021;1;1490794;908168
100;PUNTO DE VENTA AV 68;BR0018:00001:;FVP-00031163;5/01/2021;1;476650;231866
100;PUNTO DE VENTA AV 68;XC0084:00005:;FVP-00031165;5/01/2021;1;611886;309849
100;PUNTO DE VENTA AV 68;D01166:00072:00072;FVP-00031167;5/01/2021;1;1178075;647942
100;PUNTO DE VENTA AV 68;XC0018:00092:;FVP-00031170;5/01/2021;1;2071846;1009681
100;PUNTO DE VENTA AV 68;XC0071:00046:;FVP-00031171;5/01/2021;1;231858;141109
100;PUNTO DE VENTA AV 68;XZ0573:00005:;FVP-00031172;5/01/2021;1;656290;328145
100;PUNTO DE VENTA AV 68;XC0013:00029:;FVP-00031174;5/01/2021;1;1954751;1075045
100;PUNTO DE VENTA AV 68;XC0014:00029:;FVP-00031174;5/01/2021;1;1390045;764476
100;PUNTO DE VENTA AV 68;D00126:00021:;FVP-00031176;5/01/2021;1;178144;178144
100;PUNTO DE VENTA AV 68;BR0020:00001:;FVP-00031176;5/01/2021;1;126455;67159
100;PUNTO DE VENTA AV 68;BR0017:00001:;FVP-00031177;5/01/2021;1;210214;102118
100;PUNTO DE VENTA AV 68;XZ0598:00009:;FVP-00031179;5/01/2021;1;758330;461782
100;PUNTO DE VENTA AV 68;D00068:00141:00141;FVP-00031182;6/01/2021;1;1395762;637244
100;PUNTO DE VENTA AV 68;XC0018:00092:;FVP-00031185;6/01/2021;2;4143693;2019362
100;PUNTO DE VENTA AV 68;D00135:00034:;FVP-00031186;6/01/2021;1;444068;288644
100;PUNTO DE VENTA AV 68;XZ0566:00009:;FVP-00031186;6/01/2021;4;865345;562474
100;PUNTO DE VENTA AV 68;XZ0897:00044:;FVP-00031186;6/01/2021;1;1129625;870521
100;PUNTO DE VENTA AV 68;XA0344:00009:;FVP-00031187;6/01/2021;1;2567664;1925748
100;PUNTO DE VENTA AV 68;XA0713:00028:;FVP-00031188;6/01/2021;1;218945;146487
100;PUNTO DE VENTA AV 68;XA0529:00009:;FVP-00031190;6/01/2021;1;1902660;1158925
100;PUNTO DE VENTA AV 68;XA0665:00065:;FVP-00031190;6/01/2021;1;1131454;516235
100;PUNTO DE VENTA AV 68;XA0813:00001:;FVP-00031190;6/01/2021;1;734675;335395
100;PUNTO DE VENTA AV 68;XC0084:00005:;FVP-00031191;6/01/2021;1;611886;309849
100;PUNTO DE VENTA AV 68;XZ0713:00005:;FVP-00031191;6/01/2021;6;1356407;271282
100;PUNTO DE VENTA AV 68;XZ0716:00005:;FVP-00031191;6/01/2021;1;671827;167957
100;PUNTO DE VENTA AV 68;XZ0078-1:00005:;FVP-00031196;7/01/2021;1;1463878;668168
100;PUNTO DE VENTA AV 68;XA0365:00005:;FVP-00031199;7/01/2021;1;730503;562622
100;PUNTO DE VENTA AV 68;XZ0334:00009:;FVP-00031199;7/01/2021;2;1264828;252964
100;PUNTO DE VENTA AV 68;XC0038:00096:;FVP-00031200;7/01/2021;1;1403350;621782
100;PUNTO DE VENTA AV 68;XA0673:00001:;FVP-00031202;7/01/2021;1;808288;369008
100;PUNTO DE VENTA AV 68;XC0007:00005:;FVP-00031204;12/01/2021;1;1842690;1376469
100;PUNTO DE VENTA AV 68;XC0020:00118:;FVP-00031205;12/01/2021;1;2071846;1009681
100;PUNTO DE VENTA AV 68;XC0022:00005:;FVP-00031206;12/01/2021;1;3292898;1605311
100;PUNTO DE VENTA AV 68;D00544:00061:00061;FVP-00031207;12/01/2021;1;1251282;571362
100;PUNTO DE VENTA AV 68;D00545:00061:00061;FVP-00031207;12/01/2021;1;1472122;672202
100;PUNTO DE VENTA AV 68;D00986:00069:00069;FVP-00031210;18/01/2021;1;1141513;570756
100;PUNTO DE VENTA AV 68;D00538:00183:00183;FVP-00031211;22/01/2021;1;1679328;839664
100;PUNTO DE VENTA AV 68;BR0020:00001:;FVP-00031216;22/01/2021;1;124795;75899
100;PUNTO DE VENTA AV 68;D00544:00195:00195;FVP-00031217;22/01/2021;1;1251282;571362
100;PUNTO DE VENTA AV 68;D00545:00195:00195;FVP-00031217;22/01/2021;1;1472122;672202
100;PUNTO DE VENTA AV 68;D00544:00195:00195;FVP-00031218;22/01/2021;1;1251282;571362
100;PUNTO DE VENTA AV 68;D00545:00195:00195;FVP-00031218;22/01/2021;1;1472122;672202
100;PUNTO DE VENTA AV 68;XC0119:00011:;FVP-00031218;22/01/2021;1;1317638;734050
100;PUNTO DE VENTA AV 68;XC0068:00009:;FVP-00031222;25/01/2021;1;324174;196908
100;PUNTO DE VENTA AV 68;D00008:00124:00124;FVP-00031223;25/01/2021;1;377081;229177
100;PUNTO DE VENTA AV 68;XA0679-1:00109:;FVP-00031225;25/01/2021;1;947213;479933
100;PUNTO DE VENTA AV 68;XC0018:00092:;FVP-00031227;25/01/2021;1;2071846;1009681
100;PUNTO DE VENTA AV 68;D05307:00068:00068;FVP-00031228;25/01/2021;1;3897816;1948908
100;PUNTO DE VENTA AV 68;XA0554:00014:;FVP-00031228;25/01/2021;1;1101948;671530
100;PUNTO DE VENTA AV 68;XA0740:00046:;FVP-00031228;25/01/2021;1;395075;240605
100;PUNTO DE VENTA AV 68;XC0067:00046:;FVP-00031228;25/01/2021;1;324174;196908
100;PUNTO DE VENTA AV 68;XZ0838:00001:;FVP-00031228;25/01/2021;1;274772;82432
100;PUNTO DE VENTA AV 68;BR0027:00001:;FVP-00031230;26/01/2021;1;204190;124302
100;PUNTO DE VENTA AV 68;XA0801:00010:;FVP-00031231;26/01/2021;1;131262;79933
100;PUNTO DE VENTA AV 68;XA0789:00029:;FVP-00031234;26/01/2021;1;138983;84638
100;PUNTO DE VENTA AV 68;XA0695:00012:;FVP-00031235;26/01/2021;1;939832;469916
100;PUNTO DE VENTA AV 68;D00544:00195:00195;FVP-00031236;26/01/2021;1;1251282;571362
100;PUNTO DE VENTA AV 68;D00545:00195:00195;FVP-00031236;26/01/2021;1;1472122;672202
100;PUNTO DE VENTA AV 68;XA0535:00065:;FVP-00031236;26/01/2021;1;372807;226487
100;PUNTO DE VENTA AV 68;XZ0504:00005:;FVP-00031236;26/01/2021;2;659012;299160
100;PUNTO DE VENTA AV 68;XZ0573:00005:;FVP-00031236;26/01/2021;1;731182;262118
100;PUNTO DE VENTA AV 68;D00538:00183:00183;FVP-00031238;26/01/2021;1;1679328;839664
100;PUNTO DE VENTA AV 68;D00008:00120:00120;FVP-00031239;26/01/2021;1;377081;229177
